-1.19581 -2.88715     1  
 1.19581  2.88715     2  
-0.59739 -3.00367     1  
 0.59739  3.00367     2  
 0.00008 -3.00000     1  
-0.00008  3.00000     2  
 0.57315 -2.88104     1  
-0.57315  2.88104     2  
 1.10029 -2.65612     1  
-1.10029  2.65612     2  
 1.56260 -2.33847     1  
-1.56260  2.33847     2  
 1.94460 -1.94449     1  
-1.94460  1.94449     2  
 2.23462 -1.49303     1  
-2.23462  1.49303     2  
 2.42521 -1.00447     1  
-2.42521  1.00447     2  
 2.51328 -0.49985     1  
-2.51328  0.49985     2  
 2.50000  0.00007     1  
-2.50000 -0.00007     2  
 2.39065  0.47560     1  
-2.39065 -0.47560     2  
 2.19419  0.90894     1  
-2.19419 -0.90894     2  
 1.92273  1.28482     1  
-1.92273 -1.28482     2  
 1.59094  1.59104     1  
-1.59094 -1.59104     2  
 1.21525  1.81888     1  
-1.21525 -1.81888     2  
 0.81314  1.96327     1  
-0.81314 -1.96327     2  
 0.40231  2.02288     1  
-0.40231 -2.02288     2  
-0.00007  2.00000     1  
 0.00007 -2.00000     2  
-0.37805  1.90026     1  
 0.37805 -1.90026     2  
-0.71759  1.73225     1  
 0.71759 -1.73225     2  
-1.00702  1.50700     1  
 1.00702 -1.50700     2  
-1.23748  1.23739     1  
 1.23748 -1.23739     2  
-1.40314  0.93748     1  
 1.40314 -0.93748     2  
-1.50133  0.62181     1  
 1.50133 -0.62181     2  
-1.53249  0.30477     1  
 1.53249 -0.30477     2  
-1.50000 -0.00006     1  
 1.50000  0.00006     2  
-1.40987 -0.28049     1  
 1.40987  0.28049     2  
-1.27031 -0.52624     1  
 1.27031  0.52624     2  
-1.09128 -0.72923     1  
 1.09128  0.72923     2  
-0.88385 -0.88392     1  
 0.88385  0.88392     2  
-0.65970 -0.98740     1  
 0.65970  0.98740     2  
-0.43048 -1.03938     1  
 0.43048  1.03938     2  
-0.20724 -1.04209     1  
 0.20724  1.04209     2  
 0.00004 -1.00000     1  
-0.00004  1.00000     2  
 0.18293 -0.91948     1  
-0.18293  0.91948     2  
 0.33488 -0.80838     1  
-0.33488  0.80838     2  
 0.45143 -0.67555     1  
-0.45143  0.67555     2  
 0.53035 -0.53031     1  
-0.53035  0.53031     2  
 0.57165 -0.38193     1  
-0.57165  0.38193     2  
 0.57744 -0.23915     1  
-0.57744  0.23915     2  
 0.55170 -0.10971     1  
-0.55170  0.10971     2  
 0.50000  0.00002     1  
-0.50000 -0.00002     2  
